dataset_id,text_id,original,target_cefr,simplified,model,name,prompt_type,target
tsar2025testblind,21-a2,"Your dreams might show you all kinds of insights into things that you didn't realise you were thinking about. Common dreams like being able to fly or falling, your teeth falling out or having no clothes on in a public place probably mean something similar in most people. But the key to understanding exactly what they mean to you is to connect them to the events and feelings in your daily life.",A2,"
Dreams can tell you things about what you think and feel, even if you don’t know it. Many people have similar dreams, like flying, falling, losing teeth, or being without clothes in public. These dreams usually have a similar meaning for most people. But to understand *your* dreams, think about what happens in your life and how you feel each day.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,22-a2,"One of the most interesting cases of wild animals living in a city are the wild dogs of Moscow. In Moscow, there are approximately 35,000 wild dogs living on the streets. Some of the dogs were born wild, while others are pets that have been abandoned by their owners. Some dogs live alone and others live in packs. In 2010, scientists studied the dogs and found that the dogs have adapted remarkably successfully to urban life. They have learned that it is safer to cross the street with people and some dogs appear to understand traffic lights.",A2,"Wild dogs live in Moscow, a big city. There are about 35,000 of them! Some were born in the streets, and some were once pets. They live alone or in groups. Scientists studied these dogs and found they are very good at living in the city. They know it’s safer to cross the road with people, and some even seem to know what traffic lights mean.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,23-a2,"Wonder is New Yorker RJ Palacio's first novel. On her website, she explains that the idea for the book came to her after seeing a girl with facial deformities on the street one day. Wonder has been a bestseller in the United States and has already won several awards. Many schools are using it as a starting point for discussions about bullying, friendship and what it's like to be different. A film version is being made, and many, including me, are waiting eagerly to see what RJ Palacio writes next.",A2,"
Wonder is the first book by RJ Palacio, a writer from New York. She got the idea for the story after seeing a girl who looked different. The book has been very popular in the US and has won prizes. Schools use it to talk about being kind to others, making friends, and accepting people who are different. They are making a film of the book, and many people are excited to see it. I am also excited to read RJ Palacio’s next book.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,24-a2,"Chloe has two pet rats, Zena and Roxy. Chloe knows they're not typical pets and she has lost count of the times she's patiently tried to explain to people that rats aren't dirty and they make fantastic pets if you look after them correctly. But she understands why people react badly. She didn't like rats either until her friend Martin showed her his pet rats and she saw how affectionate and intelligent they were. Last year, when one of Martin's rats had babies, Chloe decided she'd like to have two of them.",A2,"
Chloe has two pet rats called Zena and Roxy. She knows rats are not usual pets. She has often explained to people that rats are clean and can be good pets if you care for them well. She knows people don’t always like rats. She didn’t like them either, until her friend Martin showed her his rats. She saw they were loving and clever. Last year, Martin’s rat had babies, and Chloe wanted two of them.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,25-a2,"Cape Town can be a dangerous place for baboons. Some have been injured or killed in car accidents and others have been electrocuted as they played with electric cables. Baboons are an endangered species and to save them and minimise conflicts between humans and baboons, the city council has employed a team of Baboon Monitors. The monitors' job is to chase baboons out of urban areas or catch them and release them in the countryside. This policy has had some success, though it is proving hard to stop baboons from coming back to the city once they see it as a source of easy food.",A2,"Baboons sometimes have problems in Cape Town. They can be hurt by cars or electricity. Baboons need our help because there aren’t many of them left. So, the city has people called Baboon Monitors. These monitors try to keep baboons away from houses and roads, or move them to the countryside. This helps, but baboons often come back to the city to find food.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,26-a2,"I work for a global IT company, but because their headquarters is in the States, I do all my work online from home. That means that I don't waste time commuting or making idle chit-chat with colleagues. I work on a project basis, and this flexibility is very valuable to me because it means that I can easily take some time off when my children need me to go to their school performances or if I need to schedule an appointment with the dentist. The downside is that without clear office hours, I tend to work well into the evening, sometimes skipping dinner to finish a task. ",A2,"
I work for a big computer company, but the main office is in the USA. So, I work from home online. This means I don’t spend time travelling to work or talking to colleagues about nothing. I work on different projects, and I like that I can be flexible. It’s good because I can easily go to my children’s school events or go to the dentist. However, I don’t have fixed working hours, so I often work late, and sometimes I don’t have time to eat dinner.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,27-a2,"In the 1990s, graffiti continued but there was also an explosion in street art around the world. Some artists wanted to make political points and produced art that tried to make people think about war, inequality and discrimination. Other street artists were more concerned with producing beautiful, attractive work. In South America, many street artists went to work in poor areas adding colour, life and beauty to grey, city walls.",A2,"
In the 1990s, people continued to paint graffiti, but street art also became very popular worldwide. Some artists used their art to talk about problems like war and unfairness. Other artists wanted to create beautiful pictures. In South America, artists painted colourful art on walls in poor areas to make them look nicer.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,28-a2,"Social media, magazines and shop windows bombard people daily with things to buy, and British consumers are buying more clothes and shoes than ever before. Online shopping means it is easy for customers to buy without thinking, while major brands offer such cheap clothes that they can be treated like disposable items – worn two or three times and then thrown away.",A2,"

Every day, people see lots of adverts for things to buy in shops, magazines and online. People in Britain are buying more clothes and shoes than ever before. It’s easy to buy things quickly online. Also, some big shops sell clothes that are very cheap, so people don’t mind throwing them away after only wearing them a few times.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,29-a2,"Sam squinted against the sun at the distant dust trail raked up by the car on its way up to the Big House. The horses kicked and flicked their tails at flies, not caring about their owner's first visit in ten months. Sam waited. Mr Carter didn't come out here unless he had to, which was just fine by Sam. The more he kept out of his boss's way, the longer he'd have a job. Mr, Carter wiped the sweat from the back of his neck. The damp patches on his shirt drew together like shapes in an atlas. His skin was already turning ruddy in the June sun. Otherwise he had the indoor tan of a man that made money while other people did the work.",A2,"Sam looked towards the Big House. A car was driving up, making dust in the air. He waited. The horses didn’t mind, they just swatted flies with their tails. Sam’s boss, Mr Carter, hadn’t visited for ten months. Sam didn’t mind when Mr Carter stayed away – it meant he was less likely to lose his job.

Mr Carter wiped his neck with a cloth. His shirt was wet with sweat. He looked red from the sun, but usually he was pale because he worked inside and let others do the hard work.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,30-a2,"Many city residents in Berlin, Germany complained that shooting pigs was unnecessarily cruel and there were heated arguments between hunters and animal lovers. In response to protests, the city council decided to take more peaceful action against pigs. Instead of shooting them, they have put up fences and made it illegal to feed the pigs. Time will tell if this strategy works, though it may be a losing battle as warmer winters mean that pig numbers are greater than in the past.",A2,"People in Berlin, Germany were upset because the city was shooting wild pigs, and they thought it was cruel. Hunters and people who love animals argued about it. Now, the city is trying a different way to control the pigs. They are building fences and stopping people from giving them food. It’s not clear if this will work, because there are more pigs now than before, as the winters are getting warmer.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,31-a2,"An important inspiration for the Hunger Games book comes from Suzanne's love of classical Greek mythology. When she was a child, one of her favourite stories was Theseus and the Minotaur. In this story the city of Athens is ruled by Crete, but the Athenians rebel. As a punishment, Minos the king of Crete forces the Athenians to send seven boys and seven girls to Crete every year. The youths are thrown into the labyrinth and eaten by a monster that lives there called the Minotaur. But one of the youths, named Theseus, fights the Minotaur and kills it. Suzanne sees Katniss Everdeen as a futuristic Theseus.",A2,"
Suzanne Collins got the idea for The Hunger Games from old Greek stories. She loved the story of Theseus and the Minotaur when she was young.

In this story, Athens was controlled by Crete. The people of Athens fought back, so the king of Crete made them send young people to him as a punishment. Every year, seven boys and seven girls went to Crete and had to fight a monster called the Minotaur in a maze. 

Theseus was a young man who went to the maze and killed the Minotaur. Suzanne Collins thinks Katniss Everdeen is like Theseus, but in the future.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,32-a2,"By bringing people and animals together, zoos have the potential to educate the public about conservation issues and inspire people to protect animals and their habitats. Some zoos provide a safe environment for animals which have been mistreated in circuses, or pets which have been abandoned. Zoos also carry out important research into subjects like animal behaviour and how to treat illnesses.",A2,"
Zoos can teach people about protecting animals and their homes. They can also give a safe home to animals that were hurt or left alone. Zoos do important research to understand animals better and help them when they are sick.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,33-a2,"A different trend is springing up in opposition to consumerism – the 'buy nothing' trend. The idea originated in Canada in the early 1990s and then moved to the US, where it became a rejection of the overspending and overconsumption of Black Friday and Cyber Monday during Thanksgiving weekend. On Buy Nothing Day people organise various types of protests and cut up their credit cards. Throughout the year, Buy Nothing groups organise the exchange and repair of items they already own.",A2,"
A new idea is becoming popular – it’s called ‘buy nothing’. It started in Canada in the 1990s and then went to the US. It’s a way of saying ‘no’ to spending too much money, especially during sales like Black Friday. On Buy Nothing Day, people protest and some even cut up their credit cards. All year, Buy Nothing groups share and fix things they already have.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,34-a2,"Is graffiti art or vandalism? This depends on your point of view, but in many countries, writing or painting on public or private property is considered vandalism. Many street artists have been stopped by the police and some have had to pay fines. Many city councils complain about the high cost of cleaning graffiti off buildings, buses and trains. ",A2,"
Is graffiti art or damage? It depends what you think. But in many places, writing or painting on things that don't belong to you is against the law. Police sometimes stop people who do this, and they might have to pay money. Cities often spend a lot of money cleaning graffiti from walls, buses and trains.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,35-a2,"What does the art world think of graffiti and street art? Recently, there has been a growing recognition of its value as an art form. There have been major exhibitions of street art in galleries in Paris, London and Los Angeles. The American artist Elura Emerald organised a street art exhibition at a New York gallery in 2008. She defended street artists, saying 'artists who paint on the street are merely expressing themselves, not hurting anyone. They should be appreciated and celebrated'.",A2,"
People are starting to see graffiti and street art as real art. Big art shows in cities like Paris, London and Los Angeles have shown this art. In 2008, an American artist, Elura Emerald, had a street art show in New York. She said street artists are just expressing their ideas and should be praised, not criticised.",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,36-a2,"If most people have four to six dreams every night after the age of ten, that's as many as 2,000 dreams per year. So, by the time they reach 80 years old the average person might have had 140,000 dreams. Even if we forget 95–99 per cent of our dreams, that's still a few thousand remembered dreams across a lifetime. It's not too difficult to believe that, by coincidence, a dream event is followed by a real-life event that's similar to it, especially if the subject of the dream is something that happens often in everyday life.",A2,"People usually have four to six dreams each night after they are ten years old. That means they can have up to 2,000 dreams a year. By the time someone is 80, they might have had 140,000 dreams! We forget most of our dreams – usually 95 to 99 per cent – but we still remember a few thousand. It’s not surprising that sometimes a dream seems like it comes true, especially if the dream is about something normal that happens often.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,37-a2,"The Hunger Games takes place in the future, after the destruction of North America. The country is called Panem and is made up of twelve poor districts governed by the wealthy Capitol. The Capitol holds absolute power over the nation. Each district is responsible for producing different things for the Capitol. District 12, where the story begins, provides all the coal for the country. There used to be a thirteenth district but they rebelled against the Capitol in the past and were destroyed. ",A2,"The Hunger Games is set in the future, after North America was destroyed. Now there is a country called Panem. Panem has twelve poor areas, and a rich city called the Capitol which controls them all. The Capitol is very powerful. Each area makes something for the Capitol. The story starts in District 12, which makes coal. There used to be a District 13, but they fought against the Capitol and were destroyed.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,38-a2,"Often wild animals come into cities to look for food. In Cape Town, South Africa, baboons have started coming into residential areas on the edge of the city to feed. They open rubbish bins and eat fruit from gardens and orchards. Some brave baboons have even come into people's houses and taken food from kitchen cupboards and fridges! Baboons can be aggressive and have attacked a lot of pet animals, so understandably, many city residents don't welcome their presence.",A2,"Wild animals sometimes come to cities to find food. In Cape Town, baboons now come to houses near the city to eat. They open bins and eat fruit. Sometimes they even go *inside* houses and take food! Baboons can be dangerous and have hurt pets, so people don’t always like them being around.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,39-a2,"A large number of bridge accidents occur during the construction of the bridge itself. These accidents are often due to an error made by the engineers, such as a miscalculation. The bridge collapses under its own weight, and this can be deadly for the workers on it at the time.",A2,"Many bridge accidents happen while the bridge is being built. These accidents are often because of mistakes made by the engineers, like wrong calculations. The bridge can fall down because of its own weight, and this can be very dangerous for the workers.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,40-a2,"George Lucas was one of the early film directors to directly base his story on the 17 stages of the hero's journey. Typically the hero starts the story living an ordinary life, but something happens that calls them to an adventure that changes everything. At the beginning of Star Wars, Luke lives an ordinary life with his aunt and uncle, repairing robots. When he finds Princess Leia's message to Obi-Wan Kenobi inside the robot R2D2, it is 'the call to adventure' that starts the hero on his journey.",A2,"George Lucas was one of the first film directors to use a special story pattern, called the hero’s journey. This pattern has 17 parts. Usually, the hero starts with a normal life, but then something happens that begins a big adventure. In Star Wars, Luke Skywalker lives a normal life on a farm with his aunt and uncle, fixing robots. When he finds a secret message for Obi-Wan Kenobi inside a robot, this is the start of his adventure. It ‘calls’ him to begin his journey.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,41-a2,"Another suggested defence against a PHA on course to hit Earth is to blow it up using a nuclear weapon. It may sound like a plot from a film, and it was the subject of the 1998 film Armageddon, but the Hypervelocity Asteroid Mitigation Mission for Emergency Response (HAMMER) is a genuine NASA proposal. The eight-ton rockets would be fired at an approaching asteroid with the hope of bumping it off course. If the asteroid was too close to Earth for this plan to work, the rockets would carry nuclear bombs to blow it up instead.",A2,"

One idea to protect Earth from an asteroid hitting it is to explode it with a nuclear bomb. This sounds like something from a movie – like the film *Armageddon* – but NASA actually has a plan called HAMMER. They would fire rockets at the asteroid to change its direction. If the asteroid is too near Earth, the rockets would use nuclear bombs to break it apart.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,42-a2,"According to Campbell, the hero at first refuses the call to adventure, but a mentor appears who helps them and they decide to 'cross the threshold' and travel into the 'special world' where the adventure happens. The next stage consists of passing tests, fighting enemies and meeting friends as the hero prepares to face their biggest challenge. For Luke the mentor is, of course, Obi-Wan, the friends are Han Solo and the robots R2D2 and C3PO and the enemy is Darth Vader inside the special world of the Death Star.",A2,"Campbell says heroes often don’t want to start their adventure at first. But then someone helps them, a mentor, and they begin the journey into a new and exciting world. In this world, the hero faces tests, fights bad guys, and makes friends, all to get ready for a big final challenge. In Star Wars, Obi-Wan is Luke’s mentor, Han Solo and the robots are his friends, and Darth Vader is the enemy, all within the Death Star.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,43-a2,"Underutilised items may seem useless to some, but could be an asset to others. With the advent of the internet, online communities have figured out a way to generate profit from the sharing of those underused assets. Using websites and social media groups that facilitate the buying and selling of second-hand goods, it is now easier than ever for peer-to-peer sharing activities to take place. And this is known as the sharing economy.",A2,"Things we don’t use much might not be useful to us, but they could be helpful to other people. Thanks to the internet, people online have found ways to make money by sharing things they don’t use often. Websites and social media groups now make it easy to buy and sell used items directly with each other. This is called the sharing economy.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,44-a2,"Around the 18th and 19th centuries two main ideas about dreams became popular. One was the idea that the things we see in our dreams represent things hidden from our conscious mind. Freud believed that if we understand what dreams are telling us, we can understand our hidden feelings and the problems they cause. However, the other theory was the opposite. It said that dreams are just a collection of random activity in the brain while it's organising memories and events from the day. When we wake up, we try to make sense of these random images and feelings and put them into some sort of story.",A2,"
In the 1700s and 1800s, people started thinking about dreams in two main ways. Some thought dreams showed hidden feelings and problems. A doctor called Freud believed understanding dreams could help us understand ourselves. But others thought dreams were just random thoughts from the brain while we sleep. They believed our brains try to create a story from these random thoughts when we wake up.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,45-a2,"I'm a freelancer and work for myself. This is great because I am in control of what I do and how I spend my time. At first, I was working from home, but I found it really hard to concentrate. There were just too many distractions around: housework that needed doing, another cup of tea, my family members wanting my attention for various things. So I started to go to a nearby café to work, but the Wi-Fi connection wasn't ideal and I found myself drinking too much coffee. In the end, I decided to rent a desk in a co-working space with five other freelancers like myself. I liked getting dressed to go to work in the morning and being able to focus in an office environment.",A2,"
I work for myself – I’m a freelancer. It’s good because I choose what to do and when. At first, I worked at home, but it was difficult to focus. There were many things to distract me, like housework and my family. Then I tried working in a café, but the internet was slow and I drank too much coffee! Now, I rent a desk in an office with other freelancers. I like getting ready for work and being able to concentrate.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,46-a2,"Whether NASA can find the remaining middle-sized NEOs depends on getting the money to build NEOCam, a 0.5-metre space telescope which would use infrared light to locate asteroids. If it did get the money, it could probably achieve its goal in ten years. Once logged, the planetary defence team would still need to work out how to defend the planet against being hit by the truly worrying asteroids – the PHAs.",A2,"
NASA needs money to build a telescope called NEOCam. This telescope will help find asteroids that could hit Earth. It would take about ten years to find most of these asteroids. Then, scientists need to find ways to stop the dangerous ones from hitting our planet.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,47-a2,"The 'buy nothing' trend has now reached influencers on social media who usually share posts of clothing and make-up that they recommend for people to buy. Some YouTube stars now encourage their viewers not to buy anything at all for periods as long as a year. Two friends in Canada spent a year working towards buying only food. For the first three months they learned how to live without buying electrical goods, clothes or things for the house. For the next stage, they gave up services, for example haircuts, eating out at restaurants or buying petrol for their cars. In one year, they'd saved $55,000.",A2,"
More and more people are choosing not to buy things, and now this idea is popular with people on social media. Usually, these people show things they like and want you to buy. But now, some YouTubers are telling their viewers *not* to buy anything – even for a whole year!

Two friends in Canada tried to only buy food for a year. First, for three months, they stopped buying things like TVs, clothes, and furniture. Then, they stopped paying for services like haircuts or restaurants. They even stopped buying petrol for their cars. After one year, they saved $55,000!



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,48-a2,"Religion is important to Pi. Though his family is Hindu, he is curious about other religions and he makes friends with a Christian priest and a Muslim baker. To everyone's surprise, Pi declares himself to be simultaneously Hindu, Muslim and Christian. When his family and teachers ask him to choose just one religion, Pi refuses, saying 'I just want to love God'. From that moment, his family and teachers decide to let him make his own mind up about religion.",A2,"
Pi thinks religion is important. His family are Hindu, but he wants to learn about other religions. He becomes friends with a Christian priest and a Muslim baker. Pi then says he wants to follow all three religions – Hindu, Muslim and Christian – because he wants to love God. His family and teachers let him decide for himself.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,49-a2,"Some people think writing your dreams down can open your mind to lucid dreaming. Lucid dreams are dreams where you're not only aware you're dreaming but you can make decisions to affect the events of your dreams. So, maybe you can turn a nightmare into a safe-feeling dream, or you can direct the plot of your dream like a film director. Then, instead of just working out the meaning of your dreams, you'll be creating them, though you might want to continue having some dreams that allow your subconscious to tell you what's on your mind! ",A2,"

Some people believe writing down your dreams can help you have lucid dreams. These are dreams where you know you are dreaming and can change things. You can maybe change a bad dream into a good dream, or decide what happens in it! Instead of only thinking about what your dreams mean, you can create them yourself. But it’s still good to have some dreams that show you what you’re thinking about.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,50-a2,"People might not realise they are part of the disposable clothing problem because they donate their unwanted clothes to charities. But charity shops can't sell all those unwanted clothes. 'Fast fashion' goes out of fashion as quickly as it came in and is often too poor quality to recycle; people don't want to buy it second-hand. Huge quantities end up being thrown away, and a lot of clothes that charities can't sell are sent abroad, causing even more economic and environmental problems.",A2,"

Many people think they are helping by giving old clothes to charity shops. But charity shops receive too many clothes and can’t sell them all. ‘Fast fashion’ clothes are often quickly out of style and not good quality, so people don’t want to buy them used. A lot of these clothes are thrown away. Some are sent to other countries, which causes problems for their economies and the environment.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,51-a2,"Not content with one amazing trip, some of today's adventurers go from challenge to challenge. Meagan McGrath from Canada has climbed the highest mountain on each continent, ridden a bike across Canada and run a long-distance race in the Sahara Desert in 45ºC heat. But perhaps her most remarkable journey was a skiing trip to the South Pole. On the first day, she fell into a glacier and had to be rescued. Many of us would have given up at that point, but Meagan decided to carry on. She reached the South Pole forty days later, having pulled a sledge with a tent and all her food behind her through freezing conditions and ice storms. ",A2,"
Meagan McGrath is a Canadian adventurer. She likes to do difficult things! She has climbed the highest mountains in the world, cycled across Canada, and run a race in the hot Sahara Desert.

Her most amazing trip was to the South Pole. It was very hard. On the first day, she fell into a hole in the ice and needed help. But she didn’t stop. She continued her journey and arrived at the South Pole after 40 days. She pulled all her things – a tent and food – on a sledge in very cold weather and through storms.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,52-a2,"Blek le Rat started out painting rats on the walls of his home city, Paris. Nowadays, he tries to make people think about different social issues and problems. He paints pictures of homeless people in big cities to encourage residents to think about the problem of homelessness.",A2,"Blek le Rat began by painting rats on walls in Paris. Now, he wants people to think about problems in society. He paints pictures of people with no homes in cities, to make people think about homelessness.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,53-a2,"In some areas, councils have tried to encourage artists not to paint graffiti randomly on walls by allowing them to work in designated areas. Taiwan is one such place and there are 'graffiti zones' where artists are free to paint and write on walls. In São Paulo in Brazil, the city council has even allowed some graffiti artists to paint on the city's subway trains. ",A2,"

Some cities want to stop unwanted graffiti. They let artists paint on walls in special areas. For example, in Taiwan there are places just for graffiti. In São Paulo, Brazil, artists can even paint on trains with permission.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,54-a2,"Faith47 is from Cape Town in South Africa. She paints big, colourful pictures of people and animals and likes to explore different locations. Her work is found on pavements, in empty factories and on abandoned cars. She likes the fact that most street art is temporary and will soon be removed by weather or cleaners from the city council. For her, this reflects how life is full of change with its cycle of endings and new beginnings.",A2,"
Faith47 is an artist from Cape Town, South Africa. She makes large, bright paintings of people and animals. She paints in different places, like streets, old factories, and on cars. She likes that street art doesn’t stay for long – the weather or city cleaners remove it. She thinks this shows that life always changes, with things ending and starting again.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
